No.,Gen,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,HP,Att,Def,S.Att,S.Def,Spd,total,moveset
#506,,Lillipup,normal,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,"[['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['5', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['8', 'Bite', 'DARK', 'physical', '60', '100'], ['10', 'Baby-Doll Eyes', 'FAIRY', 'status', '-', '100'], ['12', 'Helping Hand', 'NORMAL', 'status', '-', '-'], ['15', 'Take Down', 'NORMAL', 'physical', '90', '85'], ['19', 'Work Up', 'NORMAL', 'status', '-', '-'], ['22', 'Crunch', 'DARK', 'physical', '80', '100'], ['26', 'Roar', 'NORMAL', 'status', '-', '-'], ['29', 'Retaliate', 'NORMAL', 'physical', '70', '100'], ['33', 'Reversal', 'FIGHTING', 'physical', '-', '100'], ['36', 'Last Resort', 'NORMAL', 'physical', '140', '100'], ['40', 'Giga Impact', 'NORMAL', 'physical', '150', '90'], ['45', 'Play Rough', 'FAIRY', 'physical', '90', '90']]"
#507,,Herdier,normal,,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,"[['1', 'Bite', 'DARK', 'physical', '60', '100'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['5', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['8', 'Bite', 'DARK', 'physical', '60', '100'], ['12', 'Helping Hand', 'NORMAL', 'status', '-', '-'], ['15', 'Take Down', 'NORMAL', 'physical', '90', '85'], ['20', 'Work Up', 'NORMAL', 'status', '-', '-'], ['24', 'Crunch', 'DARK', 'physical', '80', '100'], ['29', 'Roar', 'NORMAL', 'status', '-', '-'], ['33', 'Retaliate', 'NORMAL', 'physical', '70', '100'], ['38', 'Reversal', 'FIGHTING', 'physical', '-', '100'], ['42', 'Last Resort', 'NORMAL', 'physical', '140', '100'], ['47', 'Giga Impact', 'NORMAL', 'physical', '150', '90'], ['52', 'Play Rough', 'FAIRY', 'physical', '90', '90']]"
#508,,Stoutland,normal,,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,"[['1', 'Bite', 'DARK', 'physical', '60', '100'], ['1', 'Fire Fang', 'FIRE', 'physical', '65', '95'], ['1', 'Ice Fang', 'ICE', 'physical', '65', '95'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['1', 'Thunder Fang', 'ELECTRIC', 'physical', '65', '95'], ['5', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['8', 'Bite', 'DARK', 'physical', '60', '100'], ['12', 'Helping Hand', 'NORMAL', 'status', '-', '-'], ['15', 'Take Down', 'NORMAL', 'physical', '90', '85'], ['20', 'Work Up', 'NORMAL', 'status', '-', '-'], ['24', 'Crunch', 'DARK', 'physical', '80', '100'], ['29', 'Roar', 'NORMAL', 'status', '-', '-'], ['36', 'Retaliate', 'NORMAL', 'physical', '70', '100'], ['42', 'Reversal', 'FIGHTING', 'physical', '-', '100'], ['51', 'Last Resort', 'NORMAL', 'physical', '140', '100'], ['59', 'Giga Impact', 'NORMAL', 'physical', '150', '90'], ['63', 'Play Rough', 'FAIRY', 'physical', '90', '90']]"
#509,,Purrloin,dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,281,"[['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['3', 'Growl', 'NORMAL', 'status', '-', '100'], ['6', 'Assist', 'NORMAL', 'status', '-', '-'], ['10', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['12', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['15', 'Pursuit', 'DARK', 'physical', '40', '100'], ['19', 'Torment', 'DARK', 'status', '-', '100'], ['21', 'Fake Out', 'NORMAL', 'physical', '40', '100'], ['24', 'Hone Claws', 'DARK', 'status', '-', '-'], ['28', 'Assurance', 'DARK', 'physical', '60', '100'], ['30', 'Slash', 'NORMAL', 'physical', '70', '100'], ['33', 'Captivate', 'NORMAL', 'status', '-', '100'], ['37', 'Night Slash', 'DARK', 'physical', '70', '100'], ['39', 'Snatch', 'DARK', 'status', '-', '-'], ['42', 'Nasty Plot', 'DARK', 'status', '-', '-'], ['46', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['49', 'Play Rough', 'FAIRY', 'physical', '90', '90']]"
#510,,Liepard,dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,446,"[['1', 'Assist', 'NORMAL', 'status', '-', '-'], ['1', 'Growl', 'NORMAL', 'status', '-', '100'], ['1', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['3', 'Growl', 'NORMAL', 'status', '-', '100'], ['6', 'Assist', 'NORMAL', 'status', '-', '-'], ['10', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['12', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['15', 'Pursuit', 'DARK', 'physical', '40', '100'], ['19', 'Torment', 'DARK', 'status', '-', '100'], ['22', 'Fake Out', 'NORMAL', 'physical', '40', '100'], ['26', 'Hone Claws', 'DARK', 'status', '-', '-'], ['31', 'Assurance', 'DARK', 'physical', '60', '100'], ['34', 'Slash', 'NORMAL', 'physical', '70', '100'], ['38', 'Taunt', 'DARK', 'status', '-', '100'], ['43', 'Night Slash', 'DARK', 'physical', '70', '100'], ['47', 'Snatch', 'DARK', 'status', '-', '-'], ['50', 'Nasty Plot', 'DARK', 'status', '-', '-'], ['55', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['58', 'Play Rough', 'FAIRY', 'physical', '90', '90']]"
#511,,Pansage,grass,,Gluttony,,Overgrow,50,53,48,53,48,64,316,"[['1', 'Play Nice', 'NORMAL', 'status', '-', '-'], ['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['4', 'Leer', 'NORMAL', 'status', '-', '100'], ['7', 'Lick', 'GHOST', 'physical', '30', '100'], ['10', 'Vine Whip', 'GRASS', 'physical', '45', '100'], ['13', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['16', 'Leech Seed', 'GRASS', 'status', '-', '90'], ['19', 'Bite', 'DARK', 'physical', '60', '100'], ['22', 'Seed Bomb', 'GRASS', 'physical', '80', '100'], ['25', 'Torment', 'DARK', 'status', '-', '100'], ['28', 'Fling', 'DARK', 'physical', '-', '100'], ['31', 'Acrobatics', 'FLYING', 'physical', '55', '100'], ['34', 'Grass Knot', 'GRASS', 'special', '-', '100'], ['37', 'Recycle', 'NORMAL', 'status', '-', '-'], ['40', 'Natural Gift', 'NORMAL', 'physical', '-', '100'], ['43', 'Crunch', 'DARK', 'physical', '80', '100']]"
#512,,Simisage,grass,,Gluttony,,Overgrow,75,98,63,98,63,101,498,"[['1', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Lick', 'GHOST', 'physical', '30', '100'], ['1', 'Seed Bomb', 'GRASS', 'physical', '80', '100']]"
#513,,Pansear,fire,,Gluttony,,Blaze,50,53,48,53,48,64,316,"[['1', 'Play Nice', 'NORMAL', 'status', '-', '-'], ['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['4', 'Leer', 'NORMAL', 'status', '-', '100'], ['7', 'Lick', 'GHOST', 'physical', '30', '100'], ['10', 'Incinerate', 'FIRE', 'special', '60', '100'], ['13', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['16', 'Yawn', 'NORMAL', 'status', '-', '-'], ['19', 'Bite', 'DARK', 'physical', '60', '100'], ['22', 'Flame Burst', 'FIRE', 'special', '70', '100'], ['25', 'Amnesia', 'PSYCHIC', 'status', '-', '-'], ['28', 'Fling', 'DARK', 'physical', '-', '100'], ['31', 'Acrobatics', 'FLYING', 'physical', '55', '100'], ['34', 'Fire Blast', 'FIRE', 'special', '110', '85'], ['37', 'Recycle', 'NORMAL', 'status', '-', '-'], ['40', 'Natural Gift', 'NORMAL', 'physical', '-', '100'], ['43', 'Crunch', 'DARK', 'physical', '80', '100']]"
#514,,Simisear,fire,,Gluttony,,Blaze,75,98,63,98,63,101,498,"[['1', 'Flame Burst', 'FIRE', 'special', '70', '100'], ['1', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Lick', 'GHOST', 'physical', '30', '100']]"
#515,,Panpour,water,,Gluttony,,Torrent,50,53,48,53,48,64,316,"[['1', 'Play Nice', 'NORMAL', 'status', '-', '-'], ['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['4', 'Leer', 'NORMAL', 'status', '-', '100'], ['7', 'Lick', 'GHOST', 'physical', '30', '100'], ['10', 'Water Gun', 'WATER', 'special', '40', '100'], ['13', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['16', 'Water Sport', 'WATER', 'status', '-', '-'], ['19', 'Bite', 'DARK', 'physical', '60', '100'], ['22', 'Scald', 'WATER', 'special', '80', '100'], ['25', 'Taunt', 'DARK', 'status', '-', '100'], ['28', 'Fling', 'DARK', 'physical', '-', '100'], ['31', 'Acrobatics', 'FLYING', 'physical', '55', '100'], ['34', 'Brine', 'WATER', 'special', '65', '100'], ['37', 'Recycle', 'NORMAL', 'status', '-', '-'], ['40', 'Natural Gift', 'NORMAL', 'physical', '-', '100'], ['43', 'Crunch', 'DARK', 'physical', '80', '100']]"
#516,,Simipour,water,,Gluttony,,Torrent,75,98,63,98,63,101,498,"[['1', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Lick', 'GHOST', 'physical', '30', '100'], ['1', 'Scald', 'WATER', 'special', '80', '100']]"
#517,,Munna,psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,"[['1', 'Defense Curl', 'NORMAL', 'status', '-', '-'], ['1', 'Psywave', 'PSYCHIC', 'special', '-', '100'], ['5', 'Lucky Chant', 'NORMAL', 'status', '-', '-'], ['7', 'Yawn', 'NORMAL', 'status', '-', '-'], ['11', 'Psybeam', 'PSYCHIC', 'special', '65', '100'], ['13', 'Imprison', 'PSYCHIC', 'status', '-', '-'], ['17', 'Moonlight', 'FAIRY', 'status', '-', '-'], ['19', 'Hypnosis', 'PSYCHIC', 'status', '-', '60'], ['23', 'Zen Headbutt', 'PSYCHIC', 'physical', '80', '90'], ['25', 'Synchronoise', 'PSYCHIC', 'special', '120', '100'], ['29', 'Nightmare', 'GHOST', 'status', '-', '100'], ['31', 'Future Sight', 'PSYCHIC', 'special', '120', '100'], ['35', 'Calm Mind', 'PSYCHIC', 'status', '-', '-'], ['37', 'Psychic', 'PSYCHIC', 'special', '90', '100'], ['41', 'Dream Eater', 'PSYCHIC', 'special', '100', '100'], ['43', 'Telekinesis', 'PSYCHIC', 'status', '-', '-'], ['47', 'Stored Power', 'PSYCHIC', 'special', '20', '100']]"
#518,,Musharna,psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,"[['1', 'Defense Curl', 'NORMAL', 'status', '-', '-'], ['1', 'Hypnosis', 'PSYCHIC', 'status', '-', '60'], ['1', 'Lucky Chant', 'NORMAL', 'status', '-', '-'], ['1', 'Psybeam', 'PSYCHIC', 'special', '65', '100'], ['1', 'Psychic Terrain', 'PSYCHIC', 'status', '-', '-']]"
#519,,Pidove,normal,flying,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,"[['1', 'Gust', 'FLYING', 'special', '40', '100'], ['4', 'Growl', 'NORMAL', 'status', '-', '100'], ['8', 'Leer', 'NORMAL', 'status', '-', '100'], ['11', 'Quick Attack', 'NORMAL', 'physical', '40', '100'], ['15', 'Air Cutter', 'FLYING', 'special', '60', '95'], ['18', 'Roost', 'FLYING', 'status', '-', '-'], ['22', 'Detect', 'FIGHTING', 'status', '-', '-'], ['25', 'Taunt', 'DARK', 'status', '-', '100'], ['29', 'Air Slash', 'FLYING', 'special', '75', '95'], ['32', 'Razor Wind', 'NORMAL', 'special', '80', '100'], ['36', 'Feather Dance', 'FLYING', 'status', '-', '100'], ['39', 'Swagger', 'NORMAL', 'status', '-', '85'], ['43', 'Facade', 'NORMAL', 'physical', '70', '100'], ['46', 'Tailwind', 'FLYING', 'status', '-', '-'], ['50', 'Sky Attack', 'FLYING', 'physical', '140', '90']]"
#520,,Tranquill,normal,flying,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,"[['1', 'Growl', 'NORMAL', 'status', '-', '100'], ['1', 'Gust', 'FLYING', 'special', '40', '100'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Quick Attack', 'NORMAL', 'physical', '40', '100'], ['4', 'Growl', 'NORMAL', 'status', '-', '100'], ['8', 'Leer', 'NORMAL', 'status', '-', '100'], ['11', 'Quick Attack', 'NORMAL', 'physical', '40', '100'], ['15', 'Air Cutter', 'FLYING', 'special', '60', '95'], ['18', 'Roost', 'FLYING', 'status', '-', '-'], ['23', 'Detect', 'FIGHTING', 'status', '-', '-'], ['27', 'Taunt', 'DARK', 'status', '-', '100'], ['32', 'Air Slash', 'FLYING', 'special', '75', '95'], ['36', 'Razor Wind', 'NORMAL', 'special', '80', '100'], ['41', 'Feather Dance', 'FLYING', 'status', '-', '100'], ['45', 'Swagger', 'NORMAL', 'status', '-', '85'], ['50', 'Facade', 'NORMAL', 'physical', '70', '100'], ['54', 'Tailwind', 'FLYING', 'status', '-', '-'], ['59', 'Sky Attack', 'FLYING', 'physical', '140', '90']]"
#521,,Unfezant,normal,flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,"[['1', 'Growl', 'NORMAL', 'status', '-', '100'], ['1', 'Gust', 'FLYING', 'special', '40', '100'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Quick Attack', 'NORMAL', 'physical', '40', '100'], ['4', 'Growl', 'NORMAL', 'status', '-', '100'], ['8', 'Leer', 'NORMAL', 'status', '-', '100'], ['11', 'Quick Attack', 'NORMAL', 'physical', '40', '100'], ['15', 'Air Cutter', 'FLYING', 'special', '60', '95'], ['18', 'Roost', 'FLYING', 'status', '-', '-'], ['23', 'Detect', 'FIGHTING', 'status', '-', '-'], ['27', 'Taunt', 'DARK', 'status', '-', '100'], ['33', 'Air Slash', 'FLYING', 'special', '75', '95'], ['38', 'Razor Wind', 'NORMAL', 'special', '80', '100'], ['44', 'Feather Dance', 'FLYING', 'status', '-', '100'], ['49', 'Swagger', 'NORMAL', 'status', '-', '85'], ['55', 'Facade', 'NORMAL', 'physical', '70', '100'], ['60', 'Tailwind', 'FLYING', 'status', '-', '-'], ['66', 'Sky Attack', 'FLYING', 'physical', '140', '90']]"
#522,,Blitzle,electric,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,"[['1', 'Quick Attack', 'NORMAL', 'physical', '40', '100'], ['4', 'Tail Whip', 'NORMAL', 'status', '-', '100'], ['8', 'Charge', 'ELECTRIC', 'status', '-', '-'], ['11', 'Shock Wave', 'ELECTRIC', 'special', '60', '?'], ['15', 'Thunder Wave', 'ELECTRIC', 'status', '-', '90'], ['18', 'Flame Charge', 'FIRE', 'physical', '50', '100'], ['22', 'Pursuit', 'DARK', 'physical', '40', '100'], ['25', 'Spark', 'ELECTRIC', 'physical', '65', '100'], ['29', 'Stomp', 'NORMAL', 'physical', '65', '100'], ['32', 'Discharge', 'ELECTRIC', 'special', '80', '100'], ['36', 'Agility', 'PSYCHIC', 'status', '-', '-'], ['39', 'Wild Charge', 'ELECTRIC', 'physical', '90', '100'], ['43', 'Thrash', 'NORMAL', 'physical', '120', '100']]"
#523,,Zebstrika,electric,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,"[['1', 'Charge', 'ELECTRIC', 'status', '-', '-'], ['1', 'Ion Deluge', 'ELECTRIC', 'status', '-', '-'], ['1', 'Quick Attack', 'NORMAL', 'physical', '40', '100'], ['1', 'Tail Whip', 'NORMAL', 'status', '-', '100'], ['1', 'Thunder Wave', 'ELECTRIC', 'status', '-', '90'], ['4', 'Tail Whip', 'NORMAL', 'status', '-', '100'], ['8', 'Charge', 'ELECTRIC', 'status', '-', '-'], ['11', 'Shock Wave', 'ELECTRIC', 'special', '60', '?'], ['15', 'Thunder Wave', 'ELECTRIC', 'status', '-', '90'], ['18', 'Flame Charge', 'FIRE', 'physical', '50', '100'], ['22', 'Pursuit', 'DARK', 'physical', '40', '100'], ['25', 'Spark', 'ELECTRIC', 'physical', '65', '100'], ['31', 'Stomp', 'NORMAL', 'physical', '65', '100'], ['36', 'Discharge', 'ELECTRIC', 'special', '80', '100'], ['42', 'Agility', 'PSYCHIC', 'status', '-', '-'], ['47', 'Wild Charge', 'ELECTRIC', 'physical', '90', '100'], ['53', 'Thrash', 'NORMAL', 'physical', '120', '100'], ['58', 'Ion Deluge', 'ELECTRIC', 'status', '-', '-']]"
#524,,Roggenrola,rock,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,"[['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['4', 'Harden', 'NORMAL', 'status', '-', '-'], ['7', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['10', 'Headbutt', 'NORMAL', 'physical', '70', '100'], ['14', 'Rock Blast', 'ROCK', 'physical', '25', '90'], ['17', 'Mud-Slap', 'GROUND', 'special', '20', '100'], ['20', 'Iron Defense', 'STEEL', 'status', '-', '-'], ['23', 'Smack Down', 'ROCK', 'physical', '50', '100'], ['27', 'Rock Slide', 'ROCK', 'physical', '75', '90'], ['30', 'Stealth Rock', 'ROCK', 'status', '-', '-'], ['33', 'Sandstorm', 'ROCK', 'status', '-', '-'], ['36', 'Stone Edge', 'ROCK', 'physical', '100', '80'], ['40', 'Explosion', 'NORMAL', 'physical', '250', '100']]"
#525,,Boldore,rock,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,"[['1', 'Harden', 'NORMAL', 'status', '-', '-'], ['1', 'Headbutt', 'NORMAL', 'physical', '70', '100'], ['1', 'Power Gem', 'ROCK', 'special', '80', '100'], ['1', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['4', 'Harden', 'NORMAL', 'status', '-', '-'], ['7', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['10', 'Headbutt', 'NORMAL', 'physical', '70', '100'], ['14', 'Rock Blast', 'ROCK', 'physical', '25', '90'], ['17', 'Mud-Slap', 'GROUND', 'special', '20', '100'], ['20', 'Iron Defense', 'STEEL', 'status', '-', '-'], ['23', 'Smack Down', 'ROCK', 'physical', '50', '100'], ['30', 'Rock Slide', 'ROCK', 'physical', '75', '90'], ['36', 'Stealth Rock', 'ROCK', 'status', '-', '-'], ['42', 'Sandstorm', 'ROCK', 'status', '-', '-'], ['48', 'Stone Edge', 'ROCK', 'physical', '100', '80'], ['55', 'Explosion', 'NORMAL', 'physical', '250', '100']]"
#526,,Gigalith,rock,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,"[['1', 'Harden', 'NORMAL', 'status', '-', '-'], ['1', 'Headbutt', 'NORMAL', 'physical', '70', '100'], ['1', 'Power Gem', 'ROCK', 'special', '80', '100'], ['1', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['4', 'Harden', 'NORMAL', 'status', '-', '-'], ['7', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['10', 'Headbutt', 'NORMAL', 'physical', '70', '100'], ['14', 'Rock Blast', 'ROCK', 'physical', '25', '90'], ['17', 'Mud-Slap', 'GROUND', 'special', '20', '100'], ['20', 'Iron Defense', 'STEEL', 'status', '-', '-'], ['23', 'Smack Down', 'ROCK', 'physical', '50', '100'], ['30', 'Rock Slide', 'ROCK', 'physical', '75', '90'], ['36', 'Stealth Rock', 'ROCK', 'status', '-', '-'], ['42', 'Sandstorm', 'ROCK', 'status', '-', '-'], ['48', 'Stone Edge', 'ROCK', 'physical', '100', '80'], ['55', 'Explosion', 'NORMAL', 'physical', '250', '100']]"
#527,,Woobat,psychic,flying,Unaware,Klutz,Simple,65,45,43,55,43,72,323,"[['1', 'Confusion', 'PSYCHIC', 'special', '50', '100'], ['4', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['8', 'Gust', 'FLYING', 'special', '40', '100'], ['12', 'Assurance', 'DARK', 'physical', '60', '100'], ['15', 'Heart Stamp', 'PSYCHIC', 'physical', '60', '100'], ['19', 'Imprison', 'PSYCHIC', 'status', '-', '-'], ['21', 'Air Cutter', 'FLYING', 'special', '60', '95'], ['25', 'Attract', 'NORMAL', 'status', '-', '100'], ['29', 'Amnesia', 'PSYCHIC', 'status', '-', '-'], ['29', 'Calm Mind', 'PSYCHIC', 'status', '-', '-'], ['32', 'Air Slash', 'FLYING', 'special', '75', '95'], ['36', 'Future Sight', 'PSYCHIC', 'special', '120', '100'], ['41', 'Psychic', 'PSYCHIC', 'special', '90', '100'], ['47', 'Endeavor', 'NORMAL', 'physical', '-', '100']]"
#528,,Swoobat,psychic,flying,Unaware,Klutz,Simple,67,57,55,77,55,114,425,"[['1', 'Assurance', 'DARK', 'physical', '60', '100'], ['1', 'Confusion', 'PSYCHIC', 'special', '50', '100'], ['1', 'Gust', 'FLYING', 'special', '40', '100'], ['1', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['4', 'Odor Sleuth', 'NORMAL', 'status', '-', '-'], ['8', 'Gust', 'FLYING', 'special', '40', '100'], ['12', 'Assurance', 'DARK', 'physical', '60', '100'], ['15', 'Heart Stamp', 'PSYCHIC', 'physical', '60', '100'], ['19', 'Imprison', 'PSYCHIC', 'status', '-', '-'], ['21', 'Air Cutter', 'FLYING', 'special', '60', '95'], ['25', 'Attract', 'NORMAL', 'status', '-', '100'], ['29', 'Amnesia', 'PSYCHIC', 'status', '-', '-'], ['29', 'Calm Mind', 'PSYCHIC', 'status', '-', '-'], ['32', 'Air Slash', 'FLYING', 'special', '75', '95'], ['36', 'Future Sight', 'PSYCHIC', 'special', '120', '100'], ['41', 'Psychic', 'PSYCHIC', 'special', '90', '100'], ['47', 'Endeavor', 'NORMAL', 'physical', '-', '100']]"
#529,,Drilbur,ground,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,"[['1', 'Mud Sport', 'GROUND', 'status', '-', '-'], ['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['5', 'Rapid Spin', 'NORMAL', 'physical', '50', '100'], ['8', 'Mud-Slap', 'GROUND', 'special', '20', '100'], ['12', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['15', 'Metal Claw', 'STEEL', 'physical', '50', '95'], ['19', 'Dig', 'GROUND', 'physical', '80', '100'], ['22', 'Hone Claws', 'DARK', 'status', '-', '-'], ['26', 'Slash', 'NORMAL', 'physical', '70', '100'], ['29', 'Rock Slide', 'ROCK', 'physical', '75', '90'], ['33', 'Earthquake', 'GROUND', 'physical', '100', '100'], ['36', 'Swords Dance', 'NORMAL', 'status', '-', '-'], ['40', 'Sandstorm', 'ROCK', 'status', '-', '-'], ['43', 'Drill Run', 'GROUND', 'physical', '80', '95'], ['47', 'Fissure', 'GROUND', 'physical', '-', '30']]"
#530,,Excadrill,ground,steel,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,"[['1', 'Horn Drill', 'NORMAL', 'physical', '-', '30'], ['1', 'Mud-Slap', 'GROUND', 'special', '20', '100'], ['1', 'Mud Sport', 'GROUND', 'status', '-', '-'], ['1', 'Rapid Spin', 'NORMAL', 'physical', '50', '100'], ['1', 'Rototiller', 'GROUND', 'status', '-', '-'], ['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['5', 'Rapid Spin', 'NORMAL', 'physical', '50', '100'], ['8', 'Mud-Slap', 'GROUND', 'special', '20', '100'], ['12', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['15', 'Metal Claw', 'STEEL', 'physical', '50', '95'], ['19', 'Dig', 'GROUND', 'physical', '80', '100'], ['22', 'Hone Claws', 'DARK', 'status', '-', '-'], ['26', 'Slash', 'NORMAL', 'physical', '70', '100'], ['29', 'Rock Slide', 'ROCK', 'physical', '75', '90'], ['36', 'Earthquake', 'GROUND', 'physical', '100', '100'], ['42', 'Swords Dance', 'NORMAL', 'status', '-', '-'], ['49', 'Sandstorm', 'ROCK', 'status', '-', '-'], ['55', 'Drill Run', 'GROUND', 'physical', '80', '95'], ['62', 'Fissure', 'GROUND', 'physical', '-', '30']]"
#531,,Audino,normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,"[['1', 'Growl', 'NORMAL', 'status', '-', '100'], ['1', 'Helping Hand', 'NORMAL', 'status', '-', '-'], ['1', 'Hyper Voice', 'NORMAL', 'special', '90', '100'], ['1', 'Last Resort', 'NORMAL', 'physical', '140', '100'], ['1', 'Misty Terrain', 'FAIRY', 'status', '-', '-'], ['1', 'Play Nice', 'NORMAL', 'status', '-', '-'], ['1', 'Pound', 'NORMAL', 'physical', '40', '100'], ['5', 'Baby-Doll Eyes', 'FAIRY', 'status', '-', '100'], ['9', 'Refresh', 'NORMAL', 'status', '-', '-'], ['13', 'Disarming Voice', 'FAIRY', 'special', '40', '?'], ['17', 'Double Slap', 'NORMAL', 'physical', '15', '85'], ['21', 'Attract', 'NORMAL', 'status', '-', '100'], ['25', 'Secret Power', 'NORMAL', 'physical', '70', '100'], ['29', 'Entrainment', 'NORMAL', 'status', '-', '100'], ['33', 'Take Down', 'NORMAL', 'physical', '90', '85'], ['37', 'Heal Pulse', 'PSYCHIC', 'status', '-', '-'], ['41', 'After You', 'NORMAL', 'status', '-', '-'], ['45', 'Simple Beam', 'NORMAL', 'status', '-', '100'], ['49', 'Double-Edge', 'NORMAL', 'physical', '120', '100'], ['53', 'Hyper Voice', 'NORMAL', 'special', '90', '100'], ['57', 'Last Resort', 'NORMAL', 'physical', '140', '100']]"
